latitude,longitude,timestamp,uncertainty,Datetime,Lat_X,Lon_Y,In_Out,Percentage_of_Intersection
59.123873824175355,14.608547833654525,1610723503,3.9109152801846654,2021-01-15 16:11:43,3163795.539132908,824611.0547764917,IN,76.22560105819394
59.12387383785837,14.608547695233751,1610723504,3.6501430599927063,2021-01-15 16:11:44,3163795.539861445,824611.0468037284,IN,79.87442165337319
59.123873838593205,14.608547798434806,1610723505,4.27430787717761,2021-01-15 16:11:45,3163795.5383082945,824611.0524846639,IN,70.02081493557341
59.123874026977575,14.608459246187387,1610723516,13.51654831268048,2021-01-15 16:11:56,3163796.795366734,824606.1582137628,OUT,9.344010353756536
59.123892464903314,14.608465066174288,1610723517,10.736575960776957,2021-01-15 16:11:57,3163795.008844273,824606.035781121,OUT,14.512921195289788
59.123886308055546,14.608577958427725,1610723518,6.037620353790159,2021-01-15 16:11:58,3163793.9526733374,824612.417733888,OUT,42.54280583103323
59.12388674198245,14.608578042389347,1610723520,5.3810348044108745,2021-01-15 16:12:00,3163793.9113913863,824612.4119253459,IN,50.85951485717064
59.123886741984606,14.60857804238903,1610723521,5.3810348044108745,2021-01-15 16:12:01,3163793.911391191,824612.4119252764,IN,50.85951513001793
59.12388674197942,14.608578042390251,1610723522,5.3810348044108745,2021-01-15 16:12:02,3163793.9113916536,824612.4119254691,IN,50.85951441859839
59.123886802443714,14.608578053729033,1610723523,3.8094809054070033,2021-01-15 16:12:03,3163793.905644529,824612.4110961821,IN,74.99295415023593
59.123879377473536,14.608512003664153,1610723525,2.403619955923605,2021-01-15 16:12:05,3163795.5419514594,824608.9426232531,IN,65.08088435786054
59.123877013937246,14.608510185155346,1610723527,4.27430787717761,2021-01-15 16:12:07,3163795.786398549,824608.899098616,OUT,47.4338354276814
59.12395919114252,14.608535320372456,1610723538,18.85281771876226,2021-01-15 16:12:18,3163787.8355022585,824608.3089994992,OUT,4.80299767165041
59.12395924204014,14.608535566289403,1610723539,26.969059476747564,2021-01-15 16:12:19,3163787.827262543,824608.3213535456,OUT,2.3471092823549937
59.12387415224064,14.608548314073666,1610723645,3.8094809054070033,2021-01-15 16:14:05,3163795.5019214926,824611.0734079472,IN,78.1852918577575
59.12387327244464,14.608548207846928,1610723647,5.291901181214355,2021-01-15 16:14:07,3163795.5847003176,824611.0887192326,IN,51.11656838343915
59.123873303210395,14.608548285519968,1610723648,4.923550629598581,2021-01-15 16:14:08,3163795.5807411866,824611.092267691,IN,57.11737326139746
59.12387768098651,14.608548423344569,1610723649,4.923550629598581,2021-01-15 16:14:09,3163795.174465827,824610.9945036483,IN,58.26794484222068
59.12387377674511,14.60854781352349,1610723650,3.8094809054070033,2021-01-15 16:14:10,3163795.543802866,824611.054806545,IN,77.54061675335187
59.12387219170969,14.608547653442708,1610723651,3.8094809054070033,2021-01-15 16:14:11,3163795.6924862927,824611.0841194283,IN,75.44211871460598
59.12388001192461,14.608529705773096,1610723589,6.037620353790159,2021-01-15 16:13:09,3163795.2285878956,824609.9048383248,OUT,42.713104152993644
59.12387016910863,14.60853146333653,1610723598,2.0,2021-01-15 16:13:18,3163796.1122861905,824610.2388081864,IN,82.50568730262411
59.12387348300235,14.608534136086073,1610723599,3.025978242807802,2021-01-15 16:13:19,3163795.7677783133,824610.3066273836,IN,77.76849485954222
59.12387348300235,14.608534136086064,1610723601,3.025978242807802,2021-01-15 16:13:21,3163795.767778312,824610.3066273829,IN,77.76849486686193
59.123871754465036,14.608544444318035,1610723623,3.8094809054070033,2021-01-15 16:13:43,3163795.779052539,824610.917440511,IN,73.79449648562523
59.123871754465064,14.608544444318127,1610723624,3.8094809054070033,2021-01-15 16:13:44,3163795.779052536,824610.9174405157,IN,73.79449653778066
59.12386943988271,14.60854017539012,1610723625,3.8094809054070033,2021-01-15 16:13:45,3163796.054245554,824610.7374287936,IN,69.23832096891833
59.12387174957009,14.608544194929301,1610723626,2.696905947674757,2021-01-15 16:13:46,3163795.783093839,824610.9037874241,IN,88.33874415996193
59.123872471840066,14.608543782326816,1610723627,2.696905947674757,2021-01-15 16:13:47,3163795.722329771,824610.8636187973,IN,88.64559911354554
59.123875774385034,14.608509921933813,1610723465,3.395203430746582,2021-01-15 16:11:05,3163795.904660709,824608.9144002356,IN,51.68755327918303
59.12387577438504,14.608509921933816,1610723466,3.395203430746582,2021-01-15 16:11:06,3163795.904660708,824608.9144002354,IN,51.68755328546183
59.12387577438506,14.608509921933816,1610723467,3.395203430746582,2021-01-15 16:11:07,3163795.904660707,824608.9144002349,IN,51.68755328650655
59.123877412607925,14.608541086889419,1610723469,9.56898339738668,2021-01-15 16:11:09,3163795.304838378,824610.5958545051,OUT,18.64375172959591
59.1238699238727,14.608540713162446,1610723563,3.4856069124261837,2021-01-15 16:12:43,3163796.0018089097,824610.7554740661,IN,74.04670415733209
59.12386949424794,14.608540243581205,1610723564,4.27430787717761,2021-01-15 16:12:44,3163796.0482434556,824610.7398856252,IN,63.5322691224257
59.12386949424785,14.608540243581096,1610723565,4.27430787717761,2021-01-15 16:12:45,3163796.0482434668,824610.7398856219,IN,63.532268989183095
59.123869494247934,14.608540243581192,1610723566,4.27430787717761,2021-01-15 16:12:46,3163796.048243457,824610.739885625,IN,63.53226910630595
59.12387930936454,14.608538476851278,1610723558,4.27430787717761,2021-01-15 16:12:38,3163795.167235208,824610.4060761998,IN,69.12616777971029
59.1238699238727,14.608540713162446,1610723559,3.4856069124261837,2021-01-15 16:12:39,3163796.0018089097,824610.7554740661,IN,74.04670415733209
59.12385900612158,14.608543411184465,1610723567,6.037620353790159,2021-01-15 16:12:47,3163796.97124305,824611.167249009,OUT,39.073649984015184
59.12387368538477,14.608549327226493,1610723568,4.27430787717761,2021-01-15 16:12:48,3163795.5304545956,824611.1405902534,IN,70.30216510647469
